fid,id,Ordnung,vertex_index,vertex_part,vertex_part_index,distance,angle,xcoord,ycoord
149,39,3,5,0,5,64.08873234477277,14.59600426035379,402109.841500854,5531664.19585928
149,39,3,6,0,6,71.18046082158642,15.15671349147860,402111.510771057,5531671.08832979
149,39,3,7,0,7,76.24011350036179,12.23220512646586,402112.964651556,5531675.93459812
149,39,3,8,0,8,79.82693415234976,15.09551397087483,402113.449278389,5531679.48852823
149,39,3,9,0,9,83.49686436962043,12.38158389210663,402114.849311462,5531682.88091606
149,39,3,10,0,10,86.13758517832638,10.50700379555969,402114.957006314,5531685.51943993
149,39,3,11,0,11,90.17326923572325,16.78769858188130,402116.249344535,5531689.34260717
149,39,3,12,0,12,96.24681968007836,8.64231973120668,402117.810919886,5531695.21197659
149,39,3,13,0,13,98.83373879346485,18.60521660112870,402117.918614738,5531697.79665303
149,39,3,14,0,14,100.34242797257563,20.81290199765265,402118.780173552,5531699.03514383
149,39,3,15,0,15,106.25339410134058,13.41926249635270,402119.480190089,5531704.90451325
149,39,3,16,0,16,111.12532160716984,15.62157883971466,402121.149460291,5531709.48154445
149,39,3,17,0,17,116.94408351715390,11.86737760892743,402122.280256235,5531715.1893716
149,39,3,18,0,18,120.41922467598587,11.91937009090898,402123.034120198,5531718.58175943
149,39,3,19,0,19,126.73431340980260,20.30996977181697,402124.272610993,5531724.77421341
149,39,3,20,0,20,130.25422206798731,17.82509940783592,402125.995728622,5531727.84351668
149,39,3,21,0,21,134.64270468943366,12.20625694750476,402126.480355455,5531732.20515818
149,39,3,22,0,22,140.02367663860886,13.68718843004644,402128.149625657,5531737.32066364
149,39,3,23,0,23,146.35321193472242,15.13388327509696,402129.172726749,5531743.56696504
149,39,3,24,0,24,152.52338449858664,12.86467676531213,402131.380471211,5531749.32863961
149,39,3,25,0,25,158.35906434312014,10.59291459356834,402131.865098044,5531755.14416161
149,39,3,26,0,26,163.69213471708514,16.69416780296724,402133.372825969,5531760.25966707
149,39,3,27,0,27,167.01369606225552,14.72260995632736,402134.342079635,5531763.4366652
149,39,3,28,0,28,173.74203912588254,12.20733717220916,402135.795960134,5531770.00605115
149,39,3,29,0,29,180.51162649021612,13.30325825064384,402137.195993207,5531776.62928454
149,39,3,30,0,30,193.48092182178200,12.21634436698224,402140.480686187,5531789.17573477
149,39,3,31,0,31,203.64368732655043,12.74895508763981,402142.203803815,5531799.19135599
149,39,3,32,0,32,213.76958086896167,15.30354637828749,402144.950022536,5531808.93774008
149,39,3,33,0,33,223.63086625352315,14.00791248655868,402147.480851553,5531818.46873446
149,39,3,34,0,34,232.86534656137269,11.37503588644878,402149.580901162,5531827.46125458
149,39,3,35,0,35,239.96504339008371,12.19814452720214,402150.765544532,5531834.46141995
149,39,3,36,0,36,249.87838228378243,14.84967145558151,402153.296373549,5531844.04626176
149,39,3,37,0,37,258.45974297701673,13.28104929884554,402155.504118011,5531852.33876534
149,39,3,38,0,38,267.25667220616270,12.89647444892809,402157.281083065,5531860.95435349
149,39,3,39,0,39,274.53105886511258,14.30470120590245,402159.05804812,5531868.00836628
